video,width,height,question,answer,qid
46931,245,150,what rolls over on its side,cat,FRAMEQA7541
38380,245,175,how many guys dressed in red jackets and a girl wearing a beanie are talking and smiling,two,FRAMEQA34581
78873,320,178,what is the color of the coat,black,FRAMEQA17820
67772,500,281,what hand is going back and forth from the 8 to the 10,clock,FRAMEQA5208
22405,245,204,what slowly swims to the bottom of the ocean,creature,FRAMEQA37714
54984,500,282,how many little kittens are fighting each other and mother cat is taking in charge,two,FRAMEQA2890
19475,320,301,what is the man wearing and talking,hat,FRAMEQA33888
77783,240,135,what is running in circles around the bin,cat,FRAMEQA9571
37998,300,217,what is riding on the back of a turtle,bird,FRAMEQA17206
53717,245,138,how many bearded men are messing about,two,FRAMEQA12395
9222,500,550,what is the color of the hair,yellow,FRAMEQA27723
24174,277,223,what is the color of the ball,white,FRAMEQA22344
40852,250,170,what walks along the beach sniffing around,hedgehog,FRAMEQA32997
11976,287,287,what is the color of the pool,blue,FRAMEQA40248
101950,512,156,what is spinning around in the desert,truck,FRAMEQA17565
70358,500,281,what are two men wearing white shirts and black trousers hold and are dancing,microphone,FRAMEQA9391
30224,320,240,what does the blond man rip with lights flashing in the background,shirt,FRAMEQA45531
93220,500,234,what is the woman with pink hair smoking,cigarette,FRAMEQA3323
55946,316,178,what does the motorcyclist fall off,bicycle,FRAMEQA28235
74891,500,281,what is taken down by the bunch of men using ropes around it s neck,dinosaur,FRAMEQA30768
59396,320,180,what is the man using a top hat and a mask opens,trunk,FRAMEQA18155
4879,180,240,what is the color of the woman,black,FRAMEQA28391
5870,245,308,how many men is standing on a stage and one of them receives a blow with a shoe,three,FRAMEQA9471
36051,500,370,what is two guys setting,table,FRAMEQA19661
22565,250,209,how many beautiful man are crashing hands and touching each other,two,FRAMEQA49849
83803,358,193,what is the color of the hair,black,FRAMEQA36148
50531,500,291,what is the color of the shirt,white,FRAMEQA1362
60781,320,180,how many men are screaming at a bone one of the men is holding,two,FRAMEQA12640
85212,500,265,where is the man sitting as several people lean against the window,car,FRAMEQA34843
5322,300,393,where is the cheerleader singing and dancing,classroom,FRAMEQA32429
10073,206,219,what is helping her ducklings get onto a curb of a street,duck,FRAMEQA7959
24753,356,284,how many beavers are playing with each other in a pond,two,FRAMEQA24428
50938,500,289,how many men are looking at each other and one looks away,two,FRAMEQA1226
84954,350,186,how many man hits the other so hard he falls down and continues to punch,one,FRAMEQA51581
622,225,400,what is pulls and tomb the towel from a sofa,cat,FRAMEQA26509
12676,250,250,what is the person throwing to a dog,disc,FRAMEQA11755
80253,224,125,what is the color of the ball,green,FRAMEQA43333
96545,500,215,what is the color of the hair,red,FRAMEQA17915
79754,450,250,what is the color of the outfit,purple,FRAMEQA9406
79706,360,200,what hits the fish that jumps above the water,boomerang,FRAMEQA8786
16746,245,245,what is the color of the girl,white,FRAMEQA37858
39683,245,170,what is the color of the shirt,white,FRAMEQA22894
18841,245,235,what is the baby panda hugging,ball,FRAMEQA19870
93646,540,250,what is the man playing and singing on what appears to be a stage,guitar,FRAMEQA31744
93572,500,233,how many dancers are performing the choreographed sequence,four,FRAMEQA29445
83801,303,162,how many people jump into the air and kick each other,two,FRAMEQA27790
101880,500,162,what is the color of the hat,black,FRAMEQA51295
63827,260,146,what is the man in armor hitting with a sword,tree,FRAMEQA45627
11052,220,224,where is the young male dancing,studio,FRAMEQA30696
78434,331,185,what is this going off the track on a turn after being pushed from behind by another car,car,FRAMEQA27194
79415,500,278,what is holding the sponge mop in its mouth while walking,dog,FRAMEQA50231
81068,600,330,where is the woman with purple hair walking,house,FRAMEQA17597
76029,500,281,what is trailing toiler paper,dog,FRAMEQA48184
5134,300,397,how many fingers is the woman holding up and smiling,two,FRAMEQA42167
46204,500,312,what is the color of the teeth,white,FRAMEQA26549
50754,346,200,what are jumping playfully in the ocean,dolphins,FRAMEQA26314
77326,287,161,what runs inside as he waits for the treat,dog,FRAMEQA53062
92960,250,118,what is the color of the man,white,FRAMEQA24799
83224,500,270,what is the color of the dress,white,FRAMEQA37468
43070,260,173,what drove across sand wearing a flag,car,FRAMEQA18757
64460,260,146,what are performing the song on stage,band,FRAMEQA2875
31285,320,240,what is the color of the girl,white,FRAMEQA3490
72617,400,224,what flew over the road into the sky,car,FRAMEQA35428
65942,360,202,what is the color of the man,white,FRAMEQA44948
29981,640,480,how many girls are using tooth brush and look very happy,two,FRAMEQA26143
68799,500,281,where is the little bear falling,floor,FRAMEQA6699
19457,160,150,what is the color of the hat,red,FRAMEQA45554
33987,350,263,where is the girl smoking a blunt,car,FRAMEQA333
56520,430,242,what is being driven really quickly down the road,car,FRAMEQA2892
6971,245,299,what is an asian guy adjusting,jacket,FRAMEQA17971
34903,300,225,what is an elephant putting up another elephants rear,trunk,FRAMEQA191
101711,500,174,how many men are talking to each other in proximity,two,FRAMEQA29029
55896,600,338,how many people are standing next to each other,two,FRAMEQA14755
79716,360,200,how many people come together to eat an ice cream,two,FRAMEQA24588
49226,396,237,what is the color of the dog,black,FRAMEQA1781
55108,500,282,what is the color of the gun,black,FRAMEQA15307
91335,500,244,what is the man riding around a stage,scooter,FRAMEQA10409
79484,500,279,how many guys wake him up in a room,two,FRAMEQA16180
74956,500,281,how many ugly woman dancing who pulls a funny face when second lady walks in,one,FRAMEQA9211
62554,320,180,what is cleaning dirt on the pavement,hose,FRAMEQA43474
69706,400,225,what is trying to climb onto the yellow bucket and knocks it down,can,FRAMEQA24276
19916,345,316,what is the color of the kit,white,FRAMEQA31977
82264,370,203,how many birds are on the ledge,two,FRAMEQA26111
33237,400,300,what is the tiny cat attacking,dog,FRAMEQA16583
80228,372,207,what parts are falling off,car,FRAMEQA22306
67976,500,281,where is the man fanning himself with a piece of paper,chair,FRAMEQA49220
20272,238,217,what is the color of the hair,black,FRAMEQA31427
53453,245,138,what is the nun closing,door,FRAMEQA50724
98627,400,166,how many old ladies laugh hysterically,three,FRAMEQA13816
540,161,287,what is the color of the shirt,black,FRAMEQA12639
86732,500,259,how many men on stage are taking a bow while the sixth one waves his arms,five,FRAMEQA40984
53629,245,138,what is the color of the vest,white,FRAMEQA6673
52790,495,281,how many cars is drifting together round a road bend,three,FRAMEQA23263
34487,230,173,what is stretching its wings and walking,owl,FRAMEQA2330
1997,172,277,what is jumping off the fence fells down,horse,FRAMEQA41912
38541,265,188,what is the color of the tshirt,black,FRAMEQA19830
1849,245,400,what is the color of the shirt,blue,FRAMEQA1584
27583,429,322,what is the man eating,apple,FRAMEQA26526
18859,245,235,what is the panda bear holding,ball,FRAMEQA46923
76968,318,178,what is going fast around the corner in the road,car,FRAMEQA24695
42411,400,267,what is the color of the dress,white,FRAMEQA33846
100522,500,200,what is the color of the jacket,black,FRAMEQA49198
37676,500,363,what is the color of the hair,red,FRAMEQA7529
84312,425,226,what is the color of the car,black,FRAMEQA50743
31790,240,180,what attacked owners hand and is jumping on a bed,kitten,FRAMEQA26077
97897,500,210,what is the color of the ball,red,FRAMEQA9362
48176,292,176,what is walking on two legs through a grocery store,dog,FRAMEQA22477
98146,416,175,what do the group of people putt golf into a hole,balls,FRAMEQA8087
1090,260,462,what is the large lizard fed,crab,FRAMEQA28752
99439,397,160,what is the woman smiling and playing,guitar,FRAMEQA8596
8107,202,232,how many guy s having the good time,three,FRAMEQA37976
22533,300,250,what is removing snow trips and falls in a parking,truck,FRAMEQA16088
2534,500,750,what is doing doughnuts in an empty lot,car,FRAMEQA38943
91982,500,240,what is the color of the top,blue,FRAMEQA32464
52919,480,272,what is the wave hitting on the shore,rocks,FRAMEQA1430
77860,240,135,what is the color of the shirt,black,FRAMEQA18906
62906,371,209,how many men walk in between tables in a middle of an applauding crowd,two,FRAMEQA33205
52665,371,211,how many people who are wearing costumes are roller skating,two,FRAMEQA41626
35120,260,195,how many men are singing and dancing while going down the sidewalk,two,FRAMEQA46279
81679,350,192,what are cars driving along,road,FRAMEQA37542
75082,300,169,what is inside the bag and is peeking out,car,FRAMEQA18932
11754,83,83,how many girls are dancing and jumping around in the classroom,two,FRAMEQA25739
25367,339,264,what is the color of the horse,brown,FRAMEQA49152
25708,500,389,what is the color of the suit,black,FRAMEQA29947
45726,450,285,what is the man showing,rope,FRAMEQA42842
6321,268,330,what does the male singer lift,shirt,FRAMEQA37242
50907,250,145,what are chasing after the toy that someone is holding,cats,FRAMEQA15199
32711,320,240,how many girls put up peace signs and then one girl kisses the other,two,FRAMEQA30899
88751,500,250,what is the man kicking,ball,FRAMEQA35435
52989,300,170,how many guy puts his head sideways smiling,one,FRAMEQA15487
45982,317,198,what is the color of the cat,white,FRAMEQA31829
9156,250,277,what is the color of the duckling,yellow,FRAMEQA35600
15486,195,195,what is the man playing and a woman is singing,guitar,FRAMEQA27262
62523,256,144,what does the hand crush without any knives,fruit,FRAMEQA51682
89503,500,250,how many young women are standing with their arms around one another,two,FRAMEQA49272
63762,470,265,what is moving from side to side,cat,FRAMEQA49559
67736,500,281,what is the color of the hallway,white,FRAMEQA173
84178,288,154,what stands up on its hind legs,bear,FRAMEQA42307
52156,308,177,what does the cat hang from a ledge and pulls it down,cat,FRAMEQA3113
65490,278,156,what is the woman blowing on a cake,candle,FRAMEQA43623
59309,480,270,what is putting the glass in his eyes,dog,FRAMEQA49580
4898,270,360,what does the dog offer to a man s hand,paw,FRAMEQA49145
98331,500,208,what is the color of the costumes,black,FRAMEQA27037
29559,320,240,what is the color of the hair,white,FRAMEQA34093
89458,500,250,what is the color of the hair,black,FRAMEQA53073
15100,245,245,what did man receive from an attractive women,number,FRAMEQA27586
21433,320,278,what is the color of the uniforms,red,FRAMEQA39661
25665,286,222,what is the man giving his dog,bath,FRAMEQA50039
101228,500,187,what is this a man and he splashes on the windshield,drink,FRAMEQA37388
40917,400,272,how many people on allterrain vehicle come across a sign post where the driver ducks in time,two,FRAMEQA34361
7057,160,195,what is the color of the jacket,brown,FRAMEQA17213
44285,497,325,what is jumping into the snow and stuck his head,fox,FRAMEQA27991
2420,201,303,what is this stood on two legs on a chair,dog,FRAMEQA30694
19692,250,232,how many young men are sitting together and talking,two,FRAMEQA15687
8924,210,235,how many men are opening the door of a trailer and walking in before closing the door,two,FRAMEQA35209
22060,352,299,what is playing with the toy car,cat,FRAMEQA44942
78485,245,137,what is laying on the floor and turns around,ferret,FRAMEQA39224
36734,350,259,what does the girl in a sparkly dress lower,microphone,FRAMEQA1522
22149,500,422,how many guys does there s holding microphones and singing,five,FRAMEQA31495
79148,320,179,what is the color of the triangles,white,FRAMEQA41591
17867,350,350,how many men are playing guitars and singing together,two,FRAMEQA24725
89969,245,122,what does the long haired woman adjust,jacket,FRAMEQA3120
24579,301,240,what do the group of young women attack,star,FRAMEQA27412
74037,400,225,how many boys have cats whiskers painted on their faces,two,FRAMEQA41195
62195,320,180,what did the car almost go off,cliff,FRAMEQA20859
11513,359,359,what is the color of the dog,brown,FRAMEQA8820
43456,320,210,how many people walk up to each other and start to kiss,two,FRAMEQA31860
25361,192,150,what does the trainer drop carrying an injured sportsman,stretcher,FRAMEQA15926
88144,500,253,what does the man sniff before wiping his nose,drugs,FRAMEQA41940
82354,400,219,how many men hold the record in a frame,two,FRAMEQA45164
45895,500,315,what does the soccer player pick up,ball,FRAMEQA22511
96198,400,175,where does the man slap other in the face,room,FRAMEQA13599
75846,400,225,what does someone pour onto a stack of pancakes,syrup,FRAMEQA42337
32641,320,240,what is the color of the hair,black,FRAMEQA36372
76556,300,169,what is the man in a white shirt and black tie playing,drums,FRAMEQA1859
40777,245,166,what scares off an ostrich to get his food,kangaroo,FRAMEQA41183
14901,250,250,how many male friends are comparing gaming scores on the subway while a young woman looked on in disbelief,two,FRAMEQA19345
53344,245,138,what is the color of the top,orange,FRAMEQA40755
77044,318,178,what loses control but then remains on the track,car,FRAMEQA20628
38734,350,248,what is the color of the cat,black,FRAMEQA7382
99286,500,205,how many men in a group are dancing,four,FRAMEQA48550
939,162,288,what is the man with a ponytail playing,instrument,FRAMEQA42968
18243,245,240,what is the color of the hair,brown,FRAMEQA50107
42898,320,213,what is the color of the shirt,white,FRAMEQA28091
30239,320,240,what is the woman wearing mouse ears is talking and holding,mug,FRAMEQA28536
31165,360,270,what is the color of the headphones,black,FRAMEQA33425
86989,400,206,what are running through the house with a leash when one stops and starts dragging the other,dogs,FRAMEQA44076
38369,245,175,what is used to stir some food and mix it together,spoon,FRAMEQA448
70059,500,281,how many men are looking at something on a tablet,two,FRAMEQA12494
23662,352,288,what drive by on the busy street,cars,FRAMEQA34927
50851,261,150,where are the group of people standing,room,FRAMEQA8619
64104,260,146,what is beside the window in a train which is moving quickly,chair,FRAMEQA30517
39359,300,210,what is the color of the cat,black,FRAMEQA9168
85861,500,262,how many men are drinking and talking together,two,FRAMEQA669
84588,245,130,how many lovers are kissing under the night sky,two,FRAMEQA23334
93847,500,230,what is the person wearing and smiling while holding their hand on their chin,hat,FRAMEQA35573
24615,140,112,how many small rodents chase each other in a spinning bowl,two,FRAMEQA43242
52479,250,142,how many kids are eating spaghetti while sleepy,two,FRAMEQA13026
63488,356,200,what knocks over several miniature bowling pins,cat,FRAMEQA26909
63180,339,191,what is the color of the clothes,black,FRAMEQA24008
101666,500,177,how many guys is playing soccer indoors as one gets hit below the belt with the ball,two,FRAMEQA21156
33571,320,240,where is the woman smoking a roach,room,FRAMEQA43594
87697,500,255,how many person puts their hand on another person s neck,one,FRAMEQA12022
54770,500,283,what is the little boy wearing a cowboy hat is aiming,gun,FRAMEQA28831
78393,330,185,what does someone fall off around a track,racing,FRAMEQA17115
26266,375,287,what acts crazy with the ball nearby,cat,FRAMEQA31260
42756,220,147,what is dressed in the baseball jersey and spinning a turntable while being a dj,cat,FRAMEQA40263
91112,380,187,what drops his bone and runs through the trash,dog,FRAMEQA29012
98366,500,208,what walks away from the river in wintertime,wolf,FRAMEQA48842
69519,450,253,what plays with the toy ball,kitten,FRAMEQA44632
84020,500,268,what does hockey push some pucks along ice,stick,FRAMEQA5104
78187,331,185,what is the blue car skidding off,track,FRAMEQA23684
74127,500,281,where is the butterfly trapped,jar,FRAMEQA12948
84738,500,267,what is the color of the sweater,gray,FRAMEQA8705
28340,320,240,where are the girl with a hat on kissing another girl,room,FRAMEQA37927
1900,202,331,what is holding the pizza in his mouth,cat,FRAMEQA7255
29744,225,169,what is standing in water and dips its beak in,bird,FRAMEQA39636
92716,245,116,where is the person sitting down,road,FRAMEQA23473
30993,320,240,where is the girl talking and sitting,room,FRAMEQA19831
80929,316,174,what goes around the corner and crashes into the wall,truck,FRAMEQA29886
5321,300,393,what does kitten annoy and he pushes him off,cat,FRAMEQA23794
17460,245,245,what is the color of the hair,brown,FRAMEQA46432
88300,450,226,what is the color of the man,white,FRAMEQA11034
31159,360,270,what is the black man playing next to a man in a checked jacket,saxophone,FRAMEQA13463
87023,346,178,what is the color of the man,black,FRAMEQA37821
46841,400,246,how many men is this walking into a room,three,FRAMEQA42330
33968,382,287,what is the color of the shirt,green,FRAMEQA15626
46309,260,162,what is the color of the man,black,FRAMEQA30198
101398,500,183,how many swords is the shirtless asian man wielding in an apartment,two,FRAMEQA47862
23529,245,200,what is the color of the hair,brown,FRAMEQA16965
94732,540,245,what is the color of the guys,black,FRAMEQA32442
96401,475,205,how many man is holding the microphone,one,FRAMEQA28159
17850,310,310,what is the color of the light,red,FRAMEQA45111
41264,446,300,where is one male with a cap blinking her eyes,restaurant,FRAMEQA37290
45507,462,292,what is the color of the shirt,black,FRAMEQA32454
66239,360,202,how many little boys are running through the shallow water at the beach,two,FRAMEQA37465
35194,260,195,how many female friends are singing the song,three,FRAMEQA31408
33896,360,270,what does the man spin on his bike while in the air,handlebars,FRAMEQA13686
17996,267,264,what is the color of the mouse,white,FRAMEQA12885
51346,245,140,what is the man playing and singing on stage,guitar,FRAMEQA28328
12365,270,270,what is the color of the dots,blue,FRAMEQA29756
54652,235,132,what is the man singing and playing,guitar,FRAMEQA29203
61716,160,90,what does the man throw across a room and its target collapses,phone,FRAMEQA39979
65810,360,202,what does the jockey at an equestrian event fall off,horse,FRAMEQA36459
30651,288,216,what is driving next to the deer that is running away,car,FRAMEQA14721
86588,321,166,where is the man getting stabbed,bed,FRAMEQA45489
95232,450,200,what are the girl wearing walking,clothes,FRAMEQA6522
16024,234,234,what is the color of the coat,blue,FRAMEQA21417
98563,500,209,what is the color of the man,black,FRAMEQA29194
70736,500,281,how many men are in the boxing ring fighting,two,FRAMEQA6970
37239,378,276,how many men in cowboy hats are discussing something,two,FRAMEQA12863
36957,339,249,how many men are on the stage singing and dancing,four,FRAMEQA17537
81805,500,274,what is the color of the shirt,white,FRAMEQA17256
58191,320,180,what appears to be very content,cat,FRAMEQA39028
85935,303,159,what is reaching into the water several others join him,bear,FRAMEQA29929
81256,320,177,how many men are singing while sitting in garbage cans,three,FRAMEQA10886
34539,190,143,what is doing figureeights around two other toys,toy,FRAMEQA46806
58351,320,180,what is the color of the dress,red,FRAMEQA39120
64702,260,146,where is the man about to touch a button and another man tries to touch the buttons but he smacks him,room,FRAMEQA39257
31897,320,240,what is the color of the hat,red,FRAMEQA47017
79232,320,179,how many guys is wearing hats were flying in an airplane,two,FRAMEQA7045
68458,500,280,what is the color of the hair,black,FRAMEQA19700
76773,500,281,what is the guy laughing and playing,guitar,FRAMEQA1792
26862,320,242,what is the girl with rabbit ears holding,lolly,FRAMEQA22585
26719,225,171,what is falling over in the kitchen,cat,FRAMEQA13189
61391,320,180,what is the color of the man,white,FRAMEQA34205
83785,355,190,how many cats play with the long plastic tube,two,FRAMEQA32713
92100,300,145,what is getting into the large tea cup,cat,FRAMEQA38596
7742,180,212,what is the man holding and pointing at his eyes,toy,FRAMEQA3265
87710,500,254,what is the color of the sweatshirt,white,FRAMEQA29891
10240,250,262,what is the color of the shirt,black,FRAMEQA14025
48654,500,300,what is dirt racing in an open field,car,FRAMEQA23710
36713,320,236,how many middleaged africanamerican men in golf attire sing and dance,three,FRAMEQA51567
45183,245,157,what is the man in a blue shirt kicking punch,bag,FRAMEQA15453
89172,500,250,what is the color of the shirt,black,FRAMEQA11319
15742,245,245,what is playing with its tail,kitten,FRAMEQA46270
32375,320,240,where is the kid smiling and kissing himself,room,FRAMEQA3488
99650,500,200,what does the man wear looks at something then laughs or smiles,suit,FRAMEQA41516
73301,400,225,what does the man wear black shirt and swivels on the head of the man wears,paint,FRAMEQA2776
27146,245,184,what is the woman throwing into the air away from herself and it flies back and lands on her head,bird,FRAMEQA10874
19622,325,303,what is the color of the object,yellow,FRAMEQA38380
16851,360,360,where is the young woman lifting heavy weights,gym,FRAMEQA30229
60169,480,270,what does the woman in a short skirt walk barefoot up,stairs,FRAMEQA53006
75255,250,141,how many women are enjoying the glass of wine together,two,FRAMEQA36074
82062,376,207,what is being vacuumed and enjoying it,cat,FRAMEQA16587
38594,500,357,how many men is wearing black coats are walking and staring,two,FRAMEQA11188
81679,350,192,what are driving along the road when an accident happens,cars,FRAMEQA46697
51935,450,258,what was sleeping on the toy train track and then knocks it off as the train comes by,cat,FRAMEQA5856
71543,400,225,what is sport swinging on the race playground,car,FRAMEQA36816
73333,400,225,how many cats is playing hide and seek in a cushion,two,FRAMEQA6015
34097,350,263,what is the man driving really fast and dangerously,car,FRAMEQA1410
63546,356,200,what is the color of the quilt,white,FRAMEQA13733
7683,177,209,what is the color of the lipstick,red,FRAMEQA14915
64992,260,146,how many men sit on the couch with a yellow cushion behind them,two,FRAMEQA45490
5427,500,651,what is the dark haired man smoking,cigarette,FRAMEQA42501
97621,500,210,what is the color of the top,white,FRAMEQA42799
92023,400,193,what is riding the bicycle down the street,dog,FRAMEQA12871
60284,320,180,what is the young man riding,bicycle,FRAMEQA43642
92308,500,241,what does first there s a guy smiling then changes and he has a solemn look on his face,picture,FRAMEQA39478
19089,200,190,what is the color of the shirt,black,FRAMEQA46051
60137,320,180,what is the man lighting up,cigarette,FRAMEQA47570
91025,330,162,what is racing and spins out on the track,car,FRAMEQA40715
75149,500,281,where is the girl doing hanging push ups,gym,FRAMEQA14353
30166,320,240,how many men are boxing in a gym,two,FRAMEQA24018
5910,250,314,how many young people are having the good time,three,FRAMEQA28951
46347,245,153,what is the color of the shirt,blue,FRAMEQA5329
37586,400,290,what puts its arms up is picked up,cat,FRAMEQA11639
10034,199,211,what tries to get out of the bag,cat,FRAMEQA29894
24918,232,184,what is the man riding with another man,elephant,FRAMEQA12792
76135,300,169,what is running on the floor,bear,FRAMEQA45006
20850,479,426,what is the color of the dress,black,FRAMEQA23858
99701,500,200,how many boys are trying to kiss then fall down,two,FRAMEQA45342
97123,500,212,what is the white shirted man adjusting in the mirror,collar,FRAMEQA9281
87221,500,257,what is the color of the shirt,black,FRAMEQA33670
1312,260,461,what is the man rubbing with his hand,crotch,FRAMEQA34950
25345,349,273,what rolls down the snow covered windshield on a car,bird,FRAMEQA47071
56057,380,214,what quickly drives by another car,car,FRAMEQA23067
70362,500,281,what is the color of the shirt,black,FRAMEQA21456
49072,419,251,what is crossing the road and landing,airplane,FRAMEQA36961
69444,500,280,what is the color of the heels,yellow,FRAMEQA16011
35694,336,250,what does the child hit his birthday cake with a balloon and go out,candles,FRAMEQA45070
41021,310,210,where is the girl exercising,room,FRAMEQA1026
91027,220,109,what is the color of the coats,brown,FRAMEQA30346
38139,500,359,what is the man holding and brushing his hair,puppet,FRAMEQA5331
66052,360,203,what does the man spread on his face,paint,FRAMEQA41801
7275,320,384,what is the color of the hat,black,FRAMEQA37255
78295,331,185,what is sliding along the wall of the track during a race,car,FRAMEQA49524
7521,500,596,what is the woman sitting at the table and holding,dryer,FRAMEQA4396
33374,200,150,how many cat spies on another as it licks itself on a bed,one,FRAMEQA13236
90747,500,246,what looks up and down in disappointment,cat,FRAMEQA16733
66829,560,315,what is the color of the suit,green,FRAMEQA34141
26419,245,186,what is watching the printer and jumping,cat,FRAMEQA14072
74796,400,225,what is sleeping with the dog on a blanket,cat,FRAMEQA39450
38650,304,216,what is poked on the nose and falls over,kitten,FRAMEQA5300
66769,460,259,how many men are waving and at the crowd,two,FRAMEQA13791
22444,400,334,what are watching another dog dance on a chair,dogs,FRAMEQA23520
42508,268,179,what is the color of the hair,red,FRAMEQA42011
79882,509,282,what is the race car driver turning steering,wheel,FRAMEQA5169
32821,240,180,what is the color of the jacket,black,FRAMEQA20093
38700,392,278,how many men are taking the bow before a crowd of fans,two,FRAMEQA10688
53399,245,138,how many men sit on the diner table and eat a packed meal,three,FRAMEQA46989
65326,342,193,what is the pilot car turning,car,FRAMEQA50944
20245,308,280,what is the color of the hair,black,FRAMEQA53039
38808,300,213,what are running out of its hole past a cat,mouse,FRAMEQA35859
35208,260,195,what is the color of the shirt,red,FRAMEQA41130
40590,317,217,what does the man crush on a table making feathers land on a woman s face,chick,FRAMEQA24395
93555,500,233,what dressed in a cape and witch hat is playing with a toy,kitten,FRAMEQA5009
26406,244,187,what is the color of the woman,white,FRAMEQA30337
30147,320,240,where is the car passing a sheep,street,FRAMEQA21119
20391,245,220,what is the color of the jackets,black,FRAMEQA36308
12042,245,245,what does the man hold while talking to a woman,cup,FRAMEQA21183
31001,480,360,what is the color of the eyes,green,FRAMEQA4351
42799,350,233,what does the bird knock into a garbage can,turtle,FRAMEQA44699
71876,400,225,how many people are there viewing a tv together,three,FRAMEQA27386
61449,320,180,how many women touch the woman s face with their hands in front of mirror,three,FRAMEQA7484
97401,427,181,what is the color of the door,green,FRAMEQA9886
50447,368,215,what is the color of the top,white,FRAMEQA12785
16188,290,290,what is the color of the top,blue,FRAMEQA21276
64999,260,146,what plays the piano and sings while a tv is on,dog,FRAMEQA18647
94568,636,288,what is the guy throwing through a car,ball,FRAMEQA31092
73406,300,169,what drift around the turn on the track,cars,FRAMEQA47393
27705,250,188,what lashes out three times at a large dog,cat,FRAMEQA27962
68112,500,281,how many girls dressed in black pose in front of a screen,four,FRAMEQA34459
92056,500,240,what is the man wearing and breathing while looking around,shirt,FRAMEQA2365
3758,250,343,what performs the dance on a chair in a room with other dogs,dog,FRAMEQA32365
28130,450,338,what is the color of the sea,blue,FRAMEQA7409
80699,500,277,what is the man eating,cymbal,FRAMEQA40560
77288,287,161,what is the man with a quiff playing,guitar,FRAMEQA8791
70503,250,141,what did the cat chase above a cabinet and then by standing,tail,FRAMEQA14535
64272,260,146,what is the color of the overcoats,white,FRAMEQA26541
85037,367,195,what is the color of the dresses,black,FRAMEQA17582
58622,320,180,what is the color of the blanket,green,FRAMEQA42930
17108,245,245,what is the man drinking and having a residue,coffee,FRAMEQA10515
81490,245,135,what is the color of the woman,red,FRAMEQA26486
96177,327,143,how many vehicles are leaving smoke trails while traveling through a building,two,FRAMEQA31267
84990,260,138,what is the color of the male,white,FRAMEQA45430
92890,500,236,what does an awkward young man offer to a pop star,flowers,FRAMEQA42166
44983,551,353,how many guy sits with his friend and talks to someone else,one,FRAMEQA15853
95011,500,224,what are the horse and its rider jumping over,walls,FRAMEQA36070
52908,240,137,what are playing and rolling over on the ground,cats,FRAMEQA26978
80006,400,222,what is the man in black hitting,gong,FRAMEQA35550
95985,260,115,what is the color of the shirt,white,FRAMEQA17208
28023,275,206,what is the color of the shirt,white,FRAMEQA22304
87238,500,256,where does the female zombie attack a man,car,FRAMEQA46618
46389,360,225,what is the color of the shirt,white,FRAMEQA10523
76184,500,280,what is the woman wearing and smiling while stepping ahead,bow,FRAMEQA17103
54100,355,200,what is the man wearing,costume,FRAMEQA39780
57690,480,270,what is the color of the jacket,black,FRAMEQA14846
80827,331,183,what are running and turning on the road,cars,FRAMEQA51603
89445,500,250,what does the woman drive,car,FRAMEQA1229
25663,305,236,what is jumping at another cat and then runs,cat,FRAMEQA12344
9373,245,266,what is the color of the shirt,black,FRAMEQA1825
60861,288,162,what does the woman finish from a wine glass and waves,drink,FRAMEQA10759
9801,245,261,what does the guy smell,popcorn,FRAMEQA45855
7892,280,327,what is climbing the girl s arm,cat,FRAMEQA28684
50193,487,284,where are two dogs dressed up,bell,FRAMEQA4316
42021,402,268,what is lying down glances upwards with its eyes,dog,FRAMEQA52974
80264,318,177,how many people are hugging lots,two,FRAMEQA21669
77245,337,189,what is the color of the hair,brown,FRAMEQA11161
51241,310,179,what is doing the trick on a curb with a leash around its neck,dog,FRAMEQA30723
23853,194,158,how many young men are standing on the stage,two,FRAMEQA25094
2400,277,418,what is the color of the aprons,red,FRAMEQA14925
56265,540,304,what is the color of the shirt,red,FRAMEQA45897
82075,337,184,what is the color of the woman,black,FRAMEQA28211
56548,430,242,what is the color of the jeans,white,FRAMEQA6512
69103,500,281,what are playing when one falls down,kittens,FRAMEQA16873
21351,500,437,what is the color of the shirt,black,FRAMEQA19805
93599,250,117,what are the man and a woman kissing,dog,FRAMEQA37636
36179,300,222,what are playing with the rope suspended in front of them,kittens,FRAMEQA19385
93316,500,234,what is the color of the fan,black,FRAMEQA26905
35898,420,312,how many girls laugh while the man puts a drumstick to his head,two,FRAMEQA41684
92707,371,177,what is the race car hitting and tearing into pieces,wall,FRAMEQA35692
2715,299,444,what is the thin blonde woman wearing,dress,FRAMEQA24219
79479,500,279,what is the man on a stage offering to another man holding a guitar,ball,FRAMEQA1565
10002,160,170,what is the color of the jacket,green,FRAMEQA38310
59510,320,180,how many men are hugging on top of a blue crate,two,FRAMEQA20299
38807,300,213,what is the color of the dress,purple,FRAMEQA2535
14778,270,270,what is held above water and paddles on it,dog,FRAMEQA13006
36699,320,236,what is batting the baby in the face,cat,FRAMEQA33438
9210,260,286,how many white men are posing in the gray room,four,FRAMEQA111
61739,320,180,what is the color of the hair,red,FRAMEQA34643
54312,327,185,what is racing around the turn of a track,motorcycle,FRAMEQA29093
14717,250,250,what are approaching the white cat who runs away,ducks,FRAMEQA19503
22136,245,206,how many people lean in to kiss each other,two,FRAMEQA15306
